date,location,code1,team1,code2,team2,goals1,goals2
2010-09-07,Nanjing,chn,China PR,par,Paraguay,1,1
2010-09-07,Barquisimeto,ven,Venezuela,ecu,Ecuador,1,0
2010-09-07,Sana'A,yem,Yemen,syr,Syria,2,1
2010-09-07,Buenos Aires,arg,Argentina,esp,Spain,4,1
2010-09-07,Moscow,rus,Russia,svk,Slovakia,0,1
2010-09-07,Tallinn,est,Estonia,uzb,Uzbekistan,3,3
2010-09-07,Ta'Qali,mlt,Malta,lva,Latvia,0,2
2010-09-07,Dublin,irl,Republic of Ireland,and,Andorra,3,1
2010-09-07,Osaka,jpn,Japan,gua,Guatemala,2,1
2010-09-07,Skopje,mkd,FYR Macedonia,arm,Armenia,2,2
2010-09-07,Malmö,swe,Sweden,smr,San Marino,6,0
2010-09-07,Glasgow,sco,Scotland,lie,Liechtenstein,2,1
2010-09-07,Fort Lauderdale,jam,Jamaica,per,Peru,1,2
2010-09-07,Tirana,alb,Albania,lux,Luxembourg,1,0
2010-09-07,Copenhagen,den,Denmark,isl,Iceland,1,0
2010-09-07,Olomouc,cze,Czech Republic,ltu,Lithuania,0,1
2010-09-07,Salzburg,aut,Austria,kaz,Kazakhstan,2,0
2010-09-07,Belgrade,srb,Serbia,svn,Slovenia,1,1
2010-09-07,Minsk,blr,Belarus,rou,Romania,0,0
2010-09-07,Budapest,hun,Hungary,mda,Moldova,2,1
2010-09-07,Rotterdam,ned,Netherlands,fin,Finland,2,1
2010-09-07,Zagreb,cro,Croatia,gre,Greece,0,0
2010-09-07,Sofia,bul,Bulgaria,mne,Montenegro,0,1
2010-09-07,Oslo,nor,Norway,por,Portugal,1,0
2010-09-07,Panama City,pan,Panama,tri,Trinidad and Tobago,3,0
2010-09-07,Cologne,ger,Germany,aze,Azerbaijan,6,1
2010-09-07,Basel,sui,Switzerland,eng,England,1,3
2010-09-07,Florence,ita,Italy,fro,Faroe Islands,5,0
2010-09-07,Istanbul,tur,Turkey,bel,Belgium,3,2
2010-09-07,Sarajevo,bih,Bosnia and Herzegovina,fra,France,0,2
2010-09-07,Tbilisi,geo,Georgia,isr,Israel,0,0
2010-09-07,Doha,qat,Qatar,oma,Oman,1,1
2010-09-07,Monterrey,mex,Mexico,col,Colombia,1,0
2010-09-07,Kyiv,ukr,Ukraine,chi,Chile,2,1
2010-09-08,New Delhi,ind,India,tha,Thailand,1,2
2010-09-10,Belmopan,blz,Belize,tri,Trinidad and Tobago,0,0
2010-09-10,Vieux Fort,lca,St. Lucia,vin,St. Vincent / Grenadines,1,5
2010-09-15,New Delhi,ind,India,nam,Namibia,2,0
2010-09-16,Amman,jor,Jordan,irq,Iraq,4,1
2010-09-17,Kingstown,vin,St. Vincent / Grenadines,grn,Grenada,0,1
2010-09-18,Sana'A,yem,Yemen,zam,Zambia,0,1
2010-09-18,Quartier D'Orleans,vgb,British Virgin Islands,aia,Anguilla,2,1
2010-09-19,Zarqa,jor,Jordan,bhr,Bahrain,2,0
2010-09-19,Kingstown,vin,St. Vincent / Grenadines,grn,Grenada,0,0
2010-09-19,St. John's,atg,Antigua and Barbuda,tri,Trinidad and Tobago,0,1
2010-09-21,Amman,irq,Iraq,oma,Oman,3,2
2010-09-21,St. John's,tri,Trinidad and Tobago,lca,St. Lucia,3,0
2010-09-23,St. John's,atg,Antigua and Barbuda,lca,St. Lucia,5,0
2010-09-24,Hanoi,vie,Vietnam,prk,Korea DPR,0,0
2010-09-24,Amman,irn,Iran,bhr,Bahrain,3,0
2010-09-24,Amman,jor,Jordan,syr,Syria,1,1
2010-09-25,Waterford,brb,Barbados,dma,Dominica,0,2
2010-09-25,Amman,irq,Iraq,yem,Yemen,2,1
2010-09-26,Georgetown,guy,Guyana,tri,Trinidad and Tobago,1,1
2010-09-26,Waterford,brb,Barbados,dma,Dominica,1,3
2010-09-26,Amman,bhr,Bahrain,oma,Oman,2,0
2010-09-26,Amman,syr,Syria,kuw,Kuwait,1,2
2010-09-27,Amman,yem,Yemen,ple,Palestine,3,1
2010-09-28,Amman,oma,Oman,irn,Iran,2,2
2010-09-28,Amman,kuw,Kuwait,jor,Jordan,2,2
2010-09-29,Longjumeau,ncl,New Caledonia,tah,Tahiti,1,1
2010-09-29,Amman,ple,Palestine,irq,Iraq,0,3
2010-10-01,Amman,irn,Iran,irq,Iraq,2,1
2010-10-01,Amman,kuw,Kuwait,yem,Yemen,1,1
2010-10-02,Bayamon,pur,Puerto Rico,aia,Anguilla,3,1
2010-10-03,Amman,irn,Iran,kuw,Kuwait,1,2
2010-10-04,Pune,ind,India,hkg,Hong Kong,0,1
2010-10-04,Bayamon,cay,Cayman Islands,aia,Anguilla,4,1
2010-10-06,Kingstown,vin,St. Vincent / Grenadines,msr,Montserrat,7,0
2010-10-06,Kingstown,brb,Barbados,skn,St. Kitts and Nevis,1,1
2010-10-06,Bayamon,pur,Puerto Rico,cay,Cayman Islands,2,0
2010-10-07,Abu Dhabi,irn,Iran,bra,Brazil,0,3
2010-10-07,Santa Cruz,bol,Bolivia,ven,Venezuela,1,3
2010-10-08,Kunming,chn,China PR,syr,Syria,2,1
2010-10-08,Harrison,ecu,Ecuador,col,Colombia,0,1
2010-10-08,Kingstown,msr,Montserrat,brb,Barbados,0,5
2010-10-08,Kingstown,vin,St. Vincent / Grenadines,skn,St. Kitts and Nevis,1,1
2010-10-08,Pune,ind,India,vie,Vietnam,3,1
2010-10-08,Seeb,oma,Oman,gab,Gabon,1,0
2010-10-08,Jakarta,idn,Indonesia,uru,Uruguay,1,7
2010-10-08,Saitama,jpn,Japan,arg,Argentina,1,0
2010-10-08,Kuwait City,kuw,Kuwait,bhr,Bahrain,1,3
2010-10-08,Lima,per,Peru,crc,Costa Rica,2,0
2010-10-08,Andorra La Vella,and,Andorra,mkd,FYR Macedonia,0,2
2010-10-08,Budapest,hun,Hungary,smr,San Marino,8,0
2010-10-08,Cardiff,wal,Wales,bul,Bulgaria,0,1
2010-10-08,Belfast,nir,Northern Ireland,ita,Italy,0,0
2010-10-08,Dublin,irl,Republic of Ireland,rus,Russia,2,3
2010-10-08,Yerevan,arm,Armenia,svk,Slovakia,3,1
2010-10-08,Luxembourg,lux,Luxembourg,blr,Belarus,0,0
2010-10-08,Prague,cze,Czech Republic,sco,Scotland,1,0
2010-10-08,Vienna,aut,Austria,aze,Azerbaijan,3,0
2010-10-08,Belgrade,srb,Serbia,est,Estonia,1,3
2010-10-08,Tirana,alb,Albania,bih,Bosnia and Herzegovina,1,1
2010-10-08,Podgorica,mne,Montenegro,sui,Switzerland,1,0
2010-10-08,Berlin,ger,Germany,tur,Turkey,3,0
2010-10-08,Ljubliana,svn,Slovenia,fro,Faroe Islands,5,1
2010-10-08,Porto,por,Portugal,den,Denmark,3,1
2010-10-08,Tbilisi,geo,Georgia,mlt,Malta,1,0
2010-10-08,Larnaca,cyp,Cyprus,nor,Norway,1,2
2010-10-08,Kyiv,ukr,Ukraine,can,Canada,2,2
2010-10-08,Panama City,pan,Panama,slv,El Salvador,1,0
2010-10-08,Chisinau,mda,Moldova,ned,Netherlands,0,1
2010-10-08,Piraeus,gre,Greece,lva,Latvia,1,0
2010-10-08,Astana,kaz,Kazakhstan,bel,Belgium,0,2
2010-10-08,Salamanca,esp,Spain,ltu,Lithuania,3,1
2010-10-09,Bamako,mli,Mali,lbr,Liberia,2,1
2010-10-09,Dakar,sen,Senegal,mri,Mauritius,7,0
2010-10-09,Mitsamiouli,com,Comoros,moz,Mozambique,0,1
2010-10-09,Dar Es Salaam,tan,Tanzania,mar,Morocco,0,1
2010-10-09,Ouagadougou,bfa,Burkina Faso,gam,Gambia,3,1
2010-10-09,Bujumbura,bdi,Burundi,civ,Côte d'Ivoire,0,1
2010-10-09,Kigali,rwa,Rwanda,ben,Benin,0,3
2010-10-09,Luanda,ang,Angola,gnb,Guinea-Bissau,1,0
2010-10-09,Nairobi,ken,Kenya,uga,Uganda,0,0
2010-10-09,Blantyre,mwi,Malawi,cha,Chad,6,2
2010-10-09,Sydney,aus,Australia,par,Paraguay,1,0
2010-10-09,Auckland,nzl,New Zealand,hon,Honduras,1,1
2010-10-09,Abu Dhabi,uae,United Arab Emirates,chi,Chile,0,2
2010-10-09,San Jose,gua,Guatemala,blz,Belize,4,2
2010-10-09,Jeddah,ksa,Saudi Arabia,uzb,Uzbekistan,4,0
2010-10-09,,cmr,Cameroon,cod,Congo DR,1,1
2010-10-09,Kaohsiung,hkg,Hong Kong,phi,Philippines,4,2
2010-10-09,Chicago,usa,USA,pol,Poland,2,2
2010-10-09,Kaohsiung,tpe,Chinese Taipei,mac,Macau,7,1
2010-10-09,Paris/Saint-Denis,fra,France,rou,Romania,2,0
2010-10-09,Tel Aviv,isr,Israel,cro,Croatia,1,2
2010-10-10,Harare,zim,Zimbabwe,cpv,Cape Verde Islands,0,0
2010-10-10,Conakry,gui,Guinea,nga,Nigeria,1,0
2010-10-10,Antananarivo,mad,Madagascar,eth,Ethiopia,0,1
2010-10-10,Tripoli,lby,Libya,zam,Zambia,1,0
2010-10-10,Bangui,cta,Central African Republic,alg,Algeria,2,0
2010-10-10,Freetown,sle,Sierra Leone,rsa,South Africa,0,0
2010-10-10,Niamey,nig,Niger,egy,Egypt,1,0
2010-10-10,Kumasi,gha,Ghana,sdn,Sudan,0,0
2010-10-10,Brazzaville,cgo,Congo,swz,Swaziland,3,1
2010-10-10,Lome,tog,Togo,tun,Tunisia,1,2
2010-10-10,Kingston,jam,Jamaica,tri,Trinidad and Tobago,1,0
2010-10-10,Kingstown,vin,St. Vincent / Grenadines,brb,Barbados,0,0
2010-10-10,Kingstown,skn,St. Kitts and Nevis,msr,Montserrat,4,0
2010-10-10,Kaohsiung,hkg,Hong Kong,mac,Macau,4,0
2010-10-10,Kaohsiung,tpe,Chinese Taipei,phi,Philippines,1,1
2010-10-11,Derby,bra,Brazil,ukr,Ukraine,2,0
2010-10-12,Seeb,oma,Oman,chi,Chile,0,1
2010-10-12,Wellington,nzl,New Zealand,par,Paraguay,0,2
2010-10-12,Seoul,kor,Korea Republic,jpn,Japan,0,0
2010-10-12,Chester,usa,USA,col,Colombia,0,0
2010-10-12,Montreal,ecu,Ecuador,pol,Poland,2,2
2010-10-12,Juarez,mex,Mexico,ven,Venezuela,2,2
2010-10-12,Wuhan,chn,China PR,uru,Uruguay,0,4
2010-10-12,Panama City,pan,Panama,per,Peru,1,0
2010-10-12,Zagreb,cro,Croatia,nor,Norway,2,1
2010-10-12,Abu Dhabi,uae,United Arab Emirates,ang,Angola,0,2
2010-10-12,Los Angeles,hon,Honduras,gua,Guatemala,2,0
2010-10-12,Riffa,bhr,Bahrain,uzb,Uzbekistan,2,4
2010-10-12,Quesada,crc,Costa Rica,slv,El Salvador,2,1
2010-10-12,Malabo,eqg,Equatorial Guinea,bot,Botswana,0,2
2010-10-12,Bandung,idn,Indonesia,mdv,Maldives,3,0
2010-10-12,Istanbul,ksa,Saudi Arabia,bul,Bulgaria,0,2
2010-10-12,Istanbul,ksa,Saudi Arabia,gab,Gabon,1,0
2010-10-12,Toftir,fro,Faroe Islands,nir,Northern Ireland,1,1
2010-10-12,Kaohsiung,phi,Philippines,mac,Macau,5,0
2010-10-12,Kuwait City,kuw,Kuwait,vie,Vietnam,3,1
2010-10-12,Helsinki,fin,Finland,hun,Hungary,1,2
2010-10-12,Doha,qat,Qatar,irq,Iraq,1,2
2010-10-12,Kaohsiung,tpe,Chinese Taipei,hkg,Hong Kong,1,1
2010-10-12,Reykjavik,isl,Iceland,por,Portugal,1,3
2010-10-12,Baku,aze,Azerbaijan,tur,Turkey,1,0
2010-10-12,Yerevan,arm,Armenia,and,Andorra,4,0
2010-10-12,Riga,lva,Latvia,geo,Georgia,1,1
2010-10-12,London,eng,England,mne,Montenegro,0,0
2010-10-12,Glasgow,sco,Scotland,esp,Spain,2,3
2010-10-12,Vaduz,lie,Liechtenstein,cze,Czech Republic,0,2
2010-10-12,Copenhagen,den,Denmark,cyp,Cyprus,2,0
2010-10-12,Minsk,blr,Belarus,alb,Albania,2,0
2010-10-12,Skopje,mkd,FYR Macedonia,rus,Russia,0,1
2010-10-12,Zilina,svk,Slovakia,irl,Republic of Ireland,1,1
2010-10-12,Amsterdam,ned,Netherlands,swe,Sweden,4,1
2010-10-12,Serravalle,smr,San Marino,mda,Moldova,0,2
2010-10-12,Basel,sui,Switzerland,wal,Wales,4,1
2010-10-12,Brussels,bel,Belgium,aut,Austria,4,4
2010-10-12,Genoa,ita,Italy,srb,Serbia,3,0
2010-10-12,Metz,fra,France,lux,Luxembourg,2,0
2010-10-12,Tallinn,est,Estonia,svn,Slovenia,0,1
2010-10-12,Piraeus,gre,Greece,isr,Israel,2,1
2010-10-12,Astana,kaz,Kazakhstan,ger,Germany,0,3
2010-10-13,Pune,ind,India,yem,Yemen,3,6
2010-10-13,Paramaribo,guy,Guyana,lca,St. Lucia,1,0
2010-10-13,Paramaribo,sur,Suriname,ant,Netherlands Antilles,2,1
2010-10-14,San Cristobal,dom,Dominican Republic,vgb,British Virgin Islands,17,0
2010-10-15,San Cristobal,vgb,British Virgin Islands,dma,Dominica,0,10
2010-10-15,Paramaribo,ant,Netherlands Antilles,guy,Guyana,2,3
2010-10-15,Paramaribo,sur,Suriname,lca,St. Lucia,2,1
2010-10-17,San Cristobal,dom,Dominican Republic,dma,Dominica,0,1
2010-10-17,Paramaribo,lca,St. Lucia,ant,Netherlands Antilles,2,2
2010-10-17,Paramaribo,sur,Suriname,guy,Guyana,0,2
2010-10-22,St. George's,grn,Grenada,pur,Puerto Rico,3,1
2010-10-22,Vientiane,lao,Laos,cam,Cambodia,0,0
2010-10-22,Vientiane,tls,Timor-Leste,phi,Philippines,0,5
2010-10-24,St. George's,grn,Grenada,skn,St. Kitts and Nevis,2,0
2010-10-24,Vientiane,cam,Cambodia,tls,Timor-Leste,4,2
2010-10-24,Vientiane,lao,Laos,phi,Philippines,2,2
2010-10-26,Vientiane,lao,Laos,tls,Timor-Leste,6,1
2010-10-26,Vientiane,phi,Philippines,cam,Cambodia,0,0
2010-10-26,Panama City,pan,Panama,cub,Cuba,0,3
2010-10-26,St. George's,pur,Puerto Rico,skn,St. Kitts and Nevis,0,1
2010-10-27,Lobatse,bot,Botswana,swz,Swaziland,2,0
2010-10-29,Willemstad,ant,Netherlands Antilles,aru,Aruba,3,0
2010-10-31,Willemstad,ant,Netherlands Antilles,sur,Suriname,2,2
2010-11-02,Marabella,hai,Haiti,guy,Guyana,0,0
2010-11-02,Marabella,tri,Trinidad and Tobago,vin,St. Vincent / Grenadines,6,2
2010-11-02,Hanoi,sin,Singapore,prk,Korea DPR,1,2
2010-11-04,Port Of Spain,vin,St. Vincent / Grenadines,hai,Haiti,1,3
2010-11-04,Port Of Spain,tri,Trinidad and Tobago,guy,Guyana,2,1
2010-11-04,Hanoi,vie,Vietnam,sin,Singapore,1,1
2010-11-06,Port Of Spain,tri,Trinidad and Tobago,hai,Haiti,4,0
2010-11-06,Hanoi,vie,Vietnam,prk,Korea DPR,0,2
2010-11-06,Port Of Spain,guy,Guyana,vin,St. Vincent / Grenadines,2,0
2010-11-07,Aden,yem,Yemen,uga,Uganda,2,2
2010-11-10,St. John's,cub,Cuba,dma,Dominica,4,2
2010-11-10,St. John's,atg,Antigua and Barbuda,sur,Suriname,2,1
2010-11-10,Aden,yem,Yemen,prk,Korea DPR,1,1
2010-11-10,Riffa,bhr,Bahrain,uga,Uganda,0,0
2010-11-11,Sharjah,irq,Iraq,ind,India,2,0
2010-11-12,St. John's,atg,Antigua and Barbuda,dma,Dominica,0,0
2010-11-12,St. John's,sur,Suriname,cub,Cuba,3,3
2010-11-14,St. John's,atg,Antigua and Barbuda,cub,Cuba,0,0
2010-11-14,Abu Dhabi,ind,India,kuw,Kuwait,1,9
2010-11-14,St. John's,dma,Dominica,sur,Suriname,0,5
2010-11-14,Riffa,bhr,Bahrain,syr,Syria,0,2
2010-11-16,Amman,jor,Jordan,cyp,Cyprus,0,0
2010-11-16,Aberdeen,sco,Scotland,fro,Faroe Islands,3,0
2010-11-16,Lisbon,cpv,Cape Verde Islands,gnb,Guinea-Bissau,2,1
2010-11-16,Dubai,ksa,Saudi Arabia,uga,Uganda,0,0
2010-11-17,Gothenburg,swe,Sweden,ger,Germany,0,0
2010-11-17,London,eng,England,fra,France,1,2
2010-11-17,Gaborone,bot,Botswana,tun,Tunisia,1,0
2010-11-17,Lome,tog,Togo,cha,Chad,0,0
2010-11-17,Kunming,chn,China PR,lva,Latvia,1,0
2010-11-17,Amsterdam,ned,Netherlands,tur,Turkey,1,0
2010-11-17,Dublin,irl,Republic of Ireland,nor,Norway,1,2
2010-11-17,Lisbon,por,Portugal,esp,Spain,4,0
2010-11-17,Doha,arg,Argentina,bra,Brazil,1,0
2010-11-17,Vienna,aut,Austria,gre,Greece,1,2
2010-11-17,Poznan,pol,Poland,civ,Côte d'Ivoire,3,1
2010-11-17,Hong Kong,hkg,Hong Kong,par,Paraguay,0,7
2010-11-17,Aarhus,den,Denmark,cze,Czech Republic,0,0
2010-11-17,Luxembourg,lux,Luxembourg,alg,Algeria,0,0
2010-11-17,Abu Dhabi,irq,Iraq,kuw,Kuwait,1,1
2010-11-17,Quito,ecu,Ecuador,ven,Venezuela,4,1
2010-11-17,Cape Town,rsa,South Africa,usa,USA,0,1
2010-11-17,Klagenfurt,rou,Romania,ita,Italy,1,1
2010-11-17,Panama City,pan,Panama,hon,Honduras,2,0
2010-11-17,Belfast,nir,Northern Ireland,mar,Morocco,1,1
2010-11-17,Voronezh,rus,Russia,bel,Belgium,0,2
2010-11-17,Podgorica,mne,Montenegro,aze,Azerbaijan,2,0
2010-11-17,Santiago De Chile,chi,Chile,uru,Uruguay,2,0
2010-11-17,Korce,alb,Albania,mkd,FYR Macedonia,0,0
2010-11-17,Koper,svn,Slovenia,geo,Georgia,1,2
2010-11-17,Sofia,bul,Bulgaria,srb,Serbia,0,1
2010-11-17,Sannois Saint-Gratien,sen,Senegal,gab,Gabon,2,1
2010-11-17,Cairo,egy,Egypt,aus,Australia,3,0
2010-11-17,Szekesfehervar,hun,Hungary,ltu,Lithuania,2,0
2010-11-17,Tel Aviv,isr,Israel,isl,Iceland,3,2
2010-11-17,Bratislava,svk,Slovakia,bih,Bosnia and Herzegovina,2,3
2010-11-17,Fort Lauderdale,jam,Jamaica,crc,Costa Rica,0,0
2010-11-17,Bogota,col,Colombia,per,Peru,1,1
2010-11-17,Mantes-La-Ville,gui,Guinea,bfa,Burkina Faso,1,2
2010-11-17,Kennesaw,guy,Guyana,gua,Guatemala,0,3
2010-11-17,Blantyre,mwi,Malawi,rwa,Rwanda,2,1
2010-11-17,Tripoli,lby,Libya,nig,Niger,1,1
2010-11-17,Dubai,ksa,Saudi Arabia,gha,Ghana,0,0
2010-11-17,Evreux,mli,Mali,cod,Congo DR,3,1
2010-11-17,Dushanbe,tjk,Tajikistan,afg,Afghanistan,1,0
2010-11-17,Seeb,oma,Oman,blr,Belarus,0,4
2010-11-17,Zagreb,cro,Croatia,mlt,Malta,3,0
2010-11-17,Helsinki,fin,Finland,smr,San Marino,8,0
2010-11-17,Tallinn,est,Estonia,lie,Liechtenstein,1,1
2010-11-17,Geneva,sui,Switzerland,ukr,Ukraine,2,2
2010-11-18,Dubai,uae,United Arab Emirates,ind,India,5,0
2010-11-18,Doha,qat,Qatar,hai,Haiti,0,1
2010-11-21,Palembang,idn,Indonesia,tls,Timor-Leste,6,0
2010-11-22,Aden,kuw,Kuwait,qat,Qatar,1,0
2010-11-22,Aden,yem,Yemen,ksa,Saudi Arabia,0,4
2010-11-23,Aden,irq,Iraq,uae,United Arab Emirates,0,0
2010-11-23,Aden,oma,Oman,bhr,Bahrain,1,1
2010-11-23,Dar Es Salaam,tan,Tanzania,ken,Kenya,1,0
2010-11-24,Palembang,idn,Indonesia,tpe,Chinese Taipei,2,0
2010-11-25,Abyan,yem,Yemen,qat,Qatar,1,2
2010-11-25,Abyan,ksa,Saudi Arabia,kuw,Kuwait,0,0
2010-11-26,Aden,bhr,Bahrain,irq,Iraq,2,3
2010-11-26,Aden,oma,Oman,uae,United Arab Emirates,0,0
2010-11-26,Fort-De-France,tri,Trinidad and Tobago,cub,Cuba,0,2
2010-11-27,Dar Es Salaam,tan,Tanzania,zam,Zambia,0,1
2010-11-27,Riviere-Pilote,jam,Jamaica,atg,Antigua and Barbuda,3,1
2010-11-28,Abyan,yem,Yemen,kuw,Kuwait,0,3
2010-11-28,Aden,qat,Qatar,ksa,Saudi Arabia,1,1
2010-11-28,Dar Es Salaam,bdi,Burundi,som,Somalia,2,0
2010-11-28,Fort-De-France,grn,Grenada,tri,Trinidad and Tobago,1,0
2010-11-29,Abyan,oma,Oman,irq,Iraq,0,0
2010-11-29,Aden,uae,United Arab Emirates,bhr,Bahrain,3,1
2010-11-29,Dar Es Salaam,mwi,Malawi,ken,Kenya,3,2
2010-11-29,Dar Es Salaam,uga,Uganda,eth,Ethiopia,2,1
2010-11-29,Riviere-Pilote,atg,Antigua and Barbuda,guy,Guyana,1,0
2010-11-30,Dar Es Salaam,tan,Tanzania,som,Somalia,3,0
2010-11-30,Dar Es Salaam,zam,Zambia,bdi,Burundi,0,0
2010-11-30,Fort-De-France,cub,Cuba,grn,Grenada,0,0
2010-12-01,Dar Es Salaam,sdn,Sudan,rwa,Rwanda,0,0
2010-12-01,Jakarta,tha,Thailand,lao,Laos,2,2
2010-12-01,Jakarta,idn,Indonesia,mas,Malaysia,5,1
2010-12-01,Riviere-Pilote,guy,Guyana,jam,Jamaica,0,4
2010-12-02,Dar Es Salaam,eth,Ethiopia,ken,Kenya,2,1
2010-12-02,Dar Es Salaam,mwi,Malawi,uga,Uganda,1,1
2010-12-02,Aden,kuw,Kuwait,irq,Iraq,2,2
2010-12-02,Aden,uae,United Arab Emirates,ksa,Saudi Arabia,0,1
2010-12-02,Hanoi,sin,Singapore,phi,Philippines,1,1
2010-12-02,Hanoi,vie,Vietnam,mya,Myanmar,7,1
2010-12-03,Dar Es Salaam,zam,Zambia,som,Somalia,6,0
2010-12-03,Fort-De-France,grn,Grenada,jam,Jamaica,1,2
2010-12-04,Dar Es Salaam,tan,Tanzania,bdi,Burundi,2,0
2010-12-04,Dar Es Salaam,mwi,Malawi,eth,Ethiopia,1,1
2010-12-04,Jakarta,tha,Thailand,mas,Malaysia,0,0
2010-12-04,Jakarta,idn,Indonesia,lao,Laos,6,0
2010-12-05,Dar Es Salaam,uga,Uganda,ken,Kenya,2,0
2010-12-05,Aden,kuw,Kuwait,ksa,Saudi Arabia,1,0
2010-12-05,Fort-De-France,cub,Cuba,grn,Grenada,1,0
2010-12-05,Hanoi,sin,Singapore,mya,Myanmar,2,1
2010-12-05,Hanoi,vie,Vietnam,phi,Philippines,0,2
2010-12-07,Dar Es Salaam,zam,Zambia,eth,Ethiopia,1,2
2010-12-07,Palembang,mas,Malaysia,lao,Laos,5,1
2010-12-07,Jakarta,idn,Indonesia,tha,Thailand,2,1
2010-12-08,Dar Es Salaam,tan,Tanzania,rwa,Rwanda,1,0
2010-12-08,Nam Dinh,mya,Myanmar,phi,Philippines,0,0
2010-12-08,Hanoi,vie,Vietnam,sin,Singapore,1,0
2010-12-10,Antalya,pol,Poland,bih,Bosnia and Herzegovina,2,2
2010-12-10,Dar Es Salaam,tan,Tanzania,uga,Uganda,0,0
2010-12-12,Dar Es Salaam,eth,Ethiopia,uga,Uganda,3,4
2010-12-15,Kuala Lumpur,mas,Malaysia,vie,Vietnam,2,0
2010-12-16,Doha,qat,Qatar,egy,Egypt,2,1
2010-12-16,Jakarta,idn,Indonesia,phi,Philippines,1,0
2010-12-18,Sulaymaniyah,irq,Iraq,syr,Syria,0,1
2010-12-18,San Pedro Sula,hon,Honduras,pan,Panama,2,1
2010-12-18,Hanoi,vie,Vietnam,mas,Malaysia,0,0
2010-12-18,Zhuhai,chn,China PR,est,Estonia,3,0
2010-12-19,Jakarta,idn,Indonesia,phi,Philippines,1,0
2010-12-22,Damascus,syr,Syria,irq,Iraq,0,1
2010-12-22,Doha,qat,Qatar,est,Estonia,2,0
2010-12-22,Guangzhou,chn,China PR,mkd,FYR Macedonia,1,0
2010-12-24,6th Of October City,kuw,Kuwait,prk,Korea DPR,2,1
2010-12-25,Dubai,bhr,Bahrain,uzb,Uzbekistan,1,1
2010-12-26,Kuala Lumpur,mas,Malaysia,idn,Indonesia,3,0
2010-12-27,6th Of October City,kuw,Kuwait,prk,Korea DPR,2,2
2010-12-28,Dubai,jor,Jordan,bhr,Bahrain,1,2
2010-12-28,Dammam,ksa,Saudi Arabia,irq,Iraq,0,1
2010-12-28,Doha,qat,Qatar,irn,Iran,0,0
2010-12-29,Jakarta,idn,Indonesia,mas,Malaysia,2,1
2010-12-30,Abu Dhabi,syr,Syria,kor,Korea Republic,0,1
2010-12-31,Suez,kuw,Kuwait,zam,Zambia,4,0
2010-12-31,Riffa,bhr,Bahrain,ksa,Saudi Arabia,0,1
2010-12-31,Doha,qat,Qatar,prk,Korea DPR,0,1
2011-01-02,Sharjah,jor,Jordan,uzb,Uzbekistan,2,2
2011-01-02,Al Ain City,uae,United Arab Emirates,syr,Syria,2,0
2011-01-02,Al Rayyan,irn,Iran,ang,Angola,1,0
2011-01-04,Riffa,bhr,Bahrain,prk,Korea DPR,0,1
2011-01-04,Dammam,ksa,Saudi Arabia,ang,Angola,0,0
2011-01-05,Al Ain City,uae,United Arab Emirates,aus,Australia,0,0
2011-01-05,Cairo,ken,Kenya,sdn,Sudan,1,0
2011-01-05,Cairo,uga,Uganda,bdi,Burundi,3,1
2011-01-05,Cairo,egy,Egypt,tan,Tanzania,5,1
2011-01-07,Doha,qat,Qatar,uzb,Uzbekistan,0,2
2011-01-08,Cairo,cod,Congo DR,ken,Kenya,1,0
2011-01-08,Doha,kuw,Kuwait,chn,China PR,0,2
2011-01-08,Cairo,tan,Tanzania,bdi,Burundi,1,1
2011-01-08,Cairo,egy,Egypt,uga,Uganda,1,0
2011-01-09,Doha,jpn,Japan,jor,Jordan,1,1
2011-01-09,Al Rayyan,ksa,Saudi Arabia,syr,Syria,1,2
2011-01-10,Doha,ind,India,aus,Australia,0,4
2011-01-10,Doha,kor,Korea Republic,bhr,Bahrain,2,1
2011-01-11,Cairo,uga,Uganda,tan,Tanzania,1,1
2011-01-11,Doha,prk,Korea DPR,uae,United Arab Emirates,0,0
2011-01-11,Cairo,cod,Congo DR,sdn,Sudan,2,1
2011-01-11,Ismailia,egy,Egypt,bdi,Burundi,3,0
2011-01-11,Al Rayyan,irq,Iraq,irn,Iran,1,2
2011-01-12,Doha,uzb,Uzbekistan,kuw,Kuwait,2,1
2011-01-12,Doha,qat,Qatar,chn,China PR,2,0
2011-01-13,Al Rayyan,jor,Jordan,ksa,Saudi Arabia,1,0
2011-01-13,Doha,syr,Syria,jpn,Japan,1,2
2011-01-14,Panama City,pan,Panama,blz,Belize,2,0
2011-01-14,Panama City,slv,El Salvador,nca,Nicaragua,2,0
2011-01-14,Panama City,crc,Costa Rica,hon,Honduras,1,1
2011-01-14,Doha,aus,Australia,kor,Korea Republic,1,1
2011-01-14,Cairo,cod,Congo DR,uga,Uganda,0,1
2011-01-14,Cairo,egy,Egypt,ken,Kenya,5,1
2011-01-14,Doha,bhr,Bahrain,ind,India,5,2
2011-01-15,Doha,irn,Iran,prk,Korea DPR,1,0
2011-01-15,Al Rayyan,uae,United Arab Emirates,irq,Iraq,0,1
2011-01-16,Panama City,pan,Panama,nca,Nicaragua,2,0
2011-01-16,Panama City,gua,Guatemala,crc,Costa Rica,0,2
2011-01-16,Panama City,blz,Belize,slv,El Salvador,2,5
2011-01-16,Cairo,tan,Tanzania,sdn,Sudan,0,2
